Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
229,230,平安十堰,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjQ4DW,5,0,1,04月20日
230,231,株洲中院,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,0,0,0,04月20日
231,232,魅力虞城,:【#湖北高考时间#公布，湖北高中毕业年级5月6日开学】#湖北高考时间为7月7日至8日#据湖北发布： 一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,0,5,0,04月20日
232,233,青春十堰,:【#湖北高考时间公布#：7月7日至8日举行】据@湖北发布，一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。#湖北高考时间为7月7日至8日#http://t.cn/R2WxQOQ,0,0,0,04月20日
233,234,郑州新闻广播,:【湖北省2020年高考时间为7月7日至8日】湖北省新型冠状病毒感染肺炎疫情防控指挥部通告一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。O网页链接（湖北发布）,0,0,0,04月20日
234,235,湖北禁毒626,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@人民网湖北频道http://t.cn/A6wjQ4DW,0,0,0,04月20日
235,236,乐活武汉,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@人民网湖北频道http://t.cn/A6wjQ4DW,6,3,1,04月20日
236,237,张晓玲律师,:【#湖北高考时间#公布，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@人民网湖北频道http://t.cn/A6wjQ4DW,0,0,0,04月20日
237,238,天津日报,:【#湖北省高考及开学时间公布#】据@湖北发布：一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,2,0,0,04月20日
238,239,南京广播电视台,:【#湖北高考时间公布#】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,0,0,0,04月20日
239,240,中国网直播,:【#湖北7月7日至8日高考#，各科考试时间明确】教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjQ8B1,3,1,1,04月20日
240,241,恩施新闻网,:【湖北高考时间和高三开学时间定了！】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjQpt2,2,0,0,04月20日
241,242,随州融媒,:湖北高考时间公布！为统筹推进疫情防控和经济社会发展工作，安全有序恢复教育教学秩序，经省新型冠状病毒感染肺炎疫情防控指挥部研究决定，现就我省2020年高考时间及春季学期开学时间安排通告如下：一、高考时间安排教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。湖北省新型冠状病毒感染肺炎疫情防控指挥部2020年4月20日http://t.cn/RxupPJ8,0,0,0,04月20日
242,243,恩施发布,:【重磅！湖北2020年高考时间公布】2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学：重磅！湖北2020年高考时间公布,4,0,1,04月20日
243,244,新金融观察报,:【#湖北高考时间公布##湖北高考时间为7月7日至8日#】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjjw30,0,0,0,04月20日
244,245,青春湖北,:【#湖北高考时间公布#：7月7日至8日举行】据@湖北发布，一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。#湖北高考时间为7月7日至8日#http://t.cn/R2WxQOQ,7,1,2,04月20日
245,246,荆门日报,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,1,1,2,04月20日
246,247,乐云,:#高考志愿填报指南[超话]#【湖北省高考及开学时间公布】据@湖北发布：一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,3,0,1,04月20日
247,248,陕西都市快报,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。via.新华网,4,1,0,04月20日
248,249,周至法院,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,14,0,35,04月20日
249,250,都市热报,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布@新华视点,0,0,0,04月20日
250,251,石家庄广播电视台,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,0,0,0,04月20日
251,252,Vista看天下,:【#湖北高考时间公布#】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,107,8,14,04月20日
252,253,中国青年网,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,17,11,3,04月20日
253,254,青岛新闻网,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,1,0,0,04月20日
254,255,东方今报,:【湖北省2020年高考时间为7月7日至8日】湖北省新型冠状病毒感染肺炎疫情防控指挥部通告一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjjw30（湖北发布）,7,0,4,04月20日
255,256,新华网,:【#湖北高考时间为7月7日至8日#高中毕业年级5月6日开学】【湖北省新型冠状病毒感染肺炎疫情防控指挥部通告】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。@湖北发布,1084,228,253,04月20日
256,257,北京晚报,:#湖北开学时间#【#湖北省高考时间#公布：#湖北高考时间为7月7日至8日#】据@湖北发布4月20日消息，湖北高考时间公布，延期一个月，7月7日至8日举行。#湖北高中毕业年级开学时间#根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。http://t.cn/A6wjHJGl,15,3,4,04月20日
257,258,FM963,:【2020年#湖北高考时间为7月7日至8日#高中毕业年级学生5月6日统一开学】据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。（@湖北发布，TY）http://t.cn/A6wjThGH,0,0,0,04月20日
258,259,武汉纺织大学管理学院,:【官宣！】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,0,0,0,04月20日
259,260,苦行僧兵,:【#湖北高考时间#公布：7月7日至8日，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,1,0,0,04月20日
260,261,光谷代言人,:为统筹推进疫情防控和经济社会发展工作，安全有序恢复教育教学秩序，经省新型冠状病毒感染肺炎疫情防控指挥部研究决定，现就我省2020年高考时间及春季学期开学时间安排通告如下：一、高考时间安排教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。湖北省新型冠状病毒感染肺炎疫情防控指挥部2020年4月20日,0,0,2,04月20日
261,262,武汉学长,:【#湖北高考时间为7月7日至8日#】教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。#武汉[地点]#春季学期开学时间安排：学生5月6日统一开学。#湖北高中毕业年级5月6日开学#武汉,6,2,6,04月20日
262,263,河北长城网,:【#湖北高考时间#公布：7月7日至8日】据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。#湖北高考时间为7月7日至8日##湖北开学时间##河北开学时间定了#,1,0,0,04月20日
263,264,移动手机报,:【#湖北高考时间为7月7日至8日#】一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。（湖北省政府官网）,1,0,1,04月20日
264,265,正义咸安,:【#湖北高考时间#公布：7月7日至8日，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,4,0,5,04月20日
265,266,全世界最可爱的大眼睛图图,:【#湖北高考时间#公布：7月7日至8日，#湖北高中毕业年级5月6日开学#】#湖北高考时间为7月7日至8日#据@湖北发布一、高考时间安排：教育部2020年3月31日公告，2020年全国普通高等学校招生统一考试（以下简称高考）延期一个月举行，考试时间为7月7日至8日。根据教育部公告要求，经综合研判、审慎研究并商教育部同意，湖北省2020年高考时间为7月7日至8日。具体科目考试时间安排为：7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。二、春季学期开学时间安排：全省普通高中毕业年级（含中职学校和技工学校的毕业年级）学生5月6日统一开学；初三年级开学时间，经各市（州）科学评估确定报省备案后，由市（州）发布。其他学段和年级开学时间，根据疫情防控情况综合研判另行发布。,3,0,0,04月20日
